Combined Text,biffi,crosby,anderson_greenwood,fisher,asco,keystone,rosemount,micro_motion,pneumatic_actuator,electric_actuator,globe_valve,garlock_kit,transmitter,tyco_valve,gas chromatograph,daniel,fisher_actuator,dvc_positioner,valve_relief,ph_sensor_rosemount,temperature_detector,mr95h,groveley_detection,rosemount_0096,trex_field_communicator_375,generic_fisher,3025_actuator_spare,rosemount_manifold,fisher_spare_25032500,Prediction
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,525mm lg,atex,1/2in npt,80mm lg,rosemount,spr                                                  ing loaded adapter,terminal block din 43762 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,ss element,525mm lg,no connection head,terminal block din                                                   43762,1/2in spring loaded adapter,80mm lg extension emerson 0065n32j0080n0525a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"element,temperature: element,temperature: element,temperature: emerson 0065n32j0080n0600a2i1",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,6mm dia,610mm lg,atex,1/2in npt,80mm lg,rosem                                                  ount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,6mm dia,610mm lg emerson 0065n32j0080n0610a2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,610mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,80mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platium element,610mm lg,ss tube,ss emerson 0065n32j0080n0610a2i1xa",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,200mm lg,atex,flange mount,1/2in npt,150mm lg                                                  ,rosemount,nipple union,spring loaded adapter,terminal block,thermowell material:3 1 6 l / 1 . 4 4 0 4  s t a i n l e s s  s t e e l , 2 i n  c l a s s  1 5 0  r a i s e d  f ace detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,250mm lg,no connection head,terminal block din 43762,1/2i                                                  n spring loaded adapter,nipple union,150mm lg extension,rf flg,w/ 2in class 150 316 l  s s  1 . 4 4 0 4  t h e r m o w e l l emerson 0065n32j0150d0200f10e1q8r01",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,200mm lg,atex,flange mount,1/2in npt,150mm lg                                                  ,rosemount,nipple union,spring loaded adapter,terminal block,thermowell material:3 1 6 l / 1 . 4 4 0 4  s t a i n l e s s  s t e e l , 1 - 1 / 2 i n  c l a s s  6 0 0  r a i s ed face detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,210mm lg,no connection head,terminal block din 43762,1/2i                                                  n spring loaded adapter,nipple union,150mm lg extension,rf flg,w/ 1-1/2in class 600  3 1 6 l  s s  1 . 4 4 0 4  t h e r m o w e l l emerson 0065n32j0150d0200f46e1q8r01",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,425mm lg,flange mount,1/2in npt,150mm lg,rose                                                  mount,spring loaded adapter,terminal block,nipple union,thermowell material: 316l/1 . 4 4 0 4  s t a i n l e s s  s t e e l , 2 i n  c l a s s  1 5 0  2 i n  c l a s s  1 5 0 detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,425mm lg,no connection head,1/2in npt spring loaded adapt                                                  er,terminal block din 43762,nipple union,150mm lg extension,rf flg,w/ 2in class 150  3 1 6 l  s s  1 . 4 4 0 4  t h e r m o w e l l emerson 0065n32j0150d0425f16e1q8r01",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,510mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,150mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,510mm lg,ss tube,ss emerson 0065n32j0150n0510a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,530mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,150mm lg,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,530mm lg,ss tube,ss emerson 0065n32j0150n0530a2i1",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,130mm lg,stainless steel tube,stainless steel                                                  ,atex,1/2in npt,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,130mm lg,ss tube,ss emerson 0065n32n0000n0130a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:65,2,3 wire,100 ohm detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,315mm lg,stainless steel tube,stainless steel                                                  ,1/2in npt,rosemount detector,resistance temperature:dual element,-50 to 450deg c,100ohm,3 wire,platinum element,315mm lg,ss tube,ss emerson 0065n32n0000n0315a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"detector,resist temp:214c,2,3 wire,100 o detector,resistance temperature: 65,2,3 wire,100 ohm,-50 to 450 deg c,platinum element,6mm dia,360mm lg,atex,1/2in npt,rosemount detector,resistance temperature:65 series,dual element,-50 to 450deg c,100ohm,3 wire,platinum element,6mm dia,360mm lg emerson 0065n32n0000n0360a2",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,talib
"gskt:gauge glass,1-7/8in id,2-5/32in od gasket: gauge glass,1-7/8in id,2-5/32in od,3/64in thk,neoprene fms 7g25 gasket:valve,1-7/8 x 2-5/32in,type 7g25,3/64in thk,neoprene emerson 0t019104082",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"glass,sight:lvl ga,glass glass,sight: level gauge,glass glass,level gauge:level controller emerson 0t019206042",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"ring,lantern:v,ss,fisher ring,lantern: v,stainless steel,fisher ring,lantern:v,ss,1-1/4in dia stem emerson 0w087135072",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"spring:plg,ss,gr 302 spring,valve:plug,302 ss spring,valve:plug,302 ss emerson 0x083637022",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"gskt:cage,1/32in thk,graphite,ss,fisher gasket: cage,1/32in thk,graphite,stainless steel,fisher gasket:cage,4-9/16 id x 5-15/64in od,1/32in thk,graphite,non-asbestos emerson 0y0873x0082",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,erkin
"gskt:tube end,3/4in id,1.12in od,0.03in gasket: tube end,0.03in,graphite/ss,0.75 id x 1.12in od gasket:tube end,0.75 id x 1.12in od,0.03in thk,graphite/ss emerson 0y0876x0052",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"vlv:pressure control,tescom valve: pressure control valve:pressure control tescom 10098344",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"plate:retng,10mm id x 15mm dia,3mm thk,s plate: retaining,10mm id x 15mm dia,3mm thk,stainless steel plate:retaining,10 id x 15mm od,3mm thk,ss tescom 1011708-2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"ring,retng:snap,13.5mm id,20.5mm od,1mm ring,retaining: snap,13.5mm,20.5mm,1mm thk,stainless steel ring:snap,13.5mm id x 20.5mm od,1mm thk,ss tescom 1714",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"spring,torsion:10mm id,14mm od,21mm leg spring,torsion: 10mm id,14mm od,21mm leg lg,stainless steel spring:torsion,10 id x 14mm od,21mm lg,ss tescom 3530",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"spring:vlv,18.5mm lg,tartarini,wire thic spring,valve:8mm dia,18.5mm,0.5mm wire thk spring,valve:8mm dia,18.5mm,0.5mm wire thk tartarini 103450",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"orifice:pressure reducing regulator,3/8i orifice: pressure reducing regulator,3/8in,12mm lg,1/8in thk,ss orifice:pressure reducing regulator,3/8in,12mm lg,1/8in thk,ss tescom 1711-2",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"seat,vlv:rbr,tescom,size: 10 od x 3mm th seat,valve: 3mm thk thk,10mm od,pressure reducing regulator,rbr seat,valve:3mm thk,10mm od,pressure reducing regulator,rbr tescom 1061712",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"cap:4mm od x 9mm lg,ss,silver,tescom cap: 4mm od x 9mm lg,stainless steel,silver cap:valve,4mm od x 9mm lg,ss,silver tescom 1713-8",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
"o-rng:9mm id,1.5mm,rbr,blc,tescom,size: o-ring: 9mm,1.5mm,rubber,black,size: 13mm od o-ring:9 id x 13mm od,rbr,1.5mm thk,black tescom 5200-050158",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gulu
